pokedex_number,pokemon_name,type_1,type_2,shape,height,weight,bmi,hit_points,attack,defense,special_attack,special_defense,speed,total_stats,mean,standard_deviation,capture_rate,generation,base_happiness,base_experience,exp_type,exp_to_level_100,can_evolve,evolves_from,final_evolution,mega_evolution,is_default,baby_pokemon,alolan_form,galarian_form,forms_switchable,legendary,mythical,genderless,female_rate,genus,egg_group_1,egg_group_2,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
38,Ninetales,Fire,,Quadruped,1.1,19.9,16.4,73,76,75,81,100,100,505,84.17,11.45,75,1,70,177,Medium Fast,1000000,False,Vulpix,True,False,True,False,False,False,False,False,False,False,0.75,Fox ,Field,,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
39,Jigglypuff,Normal,Fairy,Humanoid,0.5,5.5,22.0,115,45,20,45,25,20,270,45.0,33.04,170,1,70,95,Fast,800000,True,Igglybuff,False,False,True,False,False,False,False,False,False,False,0.75,Balloon ,Fairy,,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
40,Wigglytuff,Normal,Fairy,Humanoid,1.0,12.0,12.0,140,70,45,85,50,45,435,72.5,33.51,50,1,70,196,Fast,800000,False,Jigglypuff,True,False,True,False,False,False,False,False,False,False,0.75,Balloon ,Fairy,,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
41,Zubat,Poison,Flying,Wings,0.8,7.5,11.7,40,45,35,30,40,55,245,40.83,7.86,255,1,70,49,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Bat ,Flying,,15,1.0,1.0,1.0,2.0,0.25,2.0,0.25,0.5,0.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5
42,Golbat,Poison,Flying,Wings,1.6,55.0,21.5,75,80,70,65,75,90,455,75.83,7.86,90,1,70,159,Medium Fast,1000000,True,Zubat,False,False,True,False,False,False,False,False,False,False,0.5,Bat ,Flying,,15,1.0,1.0,1.0,2.0,0.25,2.0,0.25,0.5,0.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5
43,Oddish,Grass,Poison,Legs,0.5,5.4,21.6,45,50,55,75,65,30,320,53.33,14.34,255,1,70,64,Medium Slow,1059860,True,,False,False,True,False,False,False,False,False,False,False,0.5,Weed ,Grass,,20,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
44,Gloom,Grass,Poison,Humanoid,0.8,8.6,13.4,60,65,70,85,75,40,395,65.83,13.97,120,1,70,138,Medium Slow,1059860,True,Oddish,False,False,True,False,False,False,False,False,False,False,0.5,Weed ,Grass,,20,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
45,Vileplume,Grass,Poison,Humanoid,1.2,18.6,12.9,75,80,85,110,90,50,490,81.67,17.95,45,1,70,221,Medium Slow,1059860,False,Gloom,True,False,True,False,False,False,False,False,False,False,0.5,Flower ,Grass,,20,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
46,Paras,Bug,Grass,Armor,0.3,5.4,60.0,35,70,55,45,55,25,285,47.5,14.65,190,1,70,57,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Mushroom ,Bug,Grass,20,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
47,Parasect,Bug,Grass,Armor,1.0,29.5,29.5,60,95,80,60,80,30,405,67.5,20.77,75,1,70,142,Medium Fast,1000000,False,Paras,True,False,True,False,False,False,False,False,False,False,0.5,Mushroom ,Bug,Grass,20,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
48,Venonat,Bug,Poison,Humanoid,1.0,30.0,30.0,60,55,50,40,55,45,305,50.83,6.72,190,1,70,61,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Insect ,Bug,,20,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
49,Venomoth,Bug,Poison,Bug-Wings,1.5,12.5,5.6,70,65,60,90,75,90,450,75.0,11.55,75,1,70,158,Medium Fast,1000000,False,Venonat,True,False,True,False,False,False,False,False,False,False,0.5,Poison Moth ,Bug,,20,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
50,Alolan Diglett,Ground,Steel,Blob,0.2,1.0,25.0,10,55,30,35,45,90,265,44.17,24.73,255,7,70,53,Medium Fast,1000000,True,,False,False,False,False,True,False,False,False,False,False,0.5,Mole ,Field,,20,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
50,Diglett,Ground,,Blob,0.2,0.8,20.0,10,55,25,35,45,95,265,44.17,26.84,255,1,70,53,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Mole ,Field,,20,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
51,Alolan Dugtrio,Ground,Steel,Heads,0.7,66.6,135.9,35,100,60,50,70,110,425,70.83,26.52,50,7,70,149,Medium Fast,1000000,False,Diglett,True,False,False,False,True,False,False,False,False,False,0.5,Mole ,Field,,20,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
51,Dugtrio,Ground,,Heads,0.7,33.3,68.0,35,100,50,50,70,120,425,70.83,30.06,50,1,70,149,Medium Fast,1000000,False,Diglett,True,False,True,False,False,False,False,False,False,False,0.5,Mole ,Field,,20,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
52,Alolan Meowth,Dark,,Quadruped,0.4,4.2,26.3,40,35,35,50,40,90,290,48.33,19.29,255,7,70,58,Medium Fast,1000000,True,,False,False,False,False,True,False,False,False,False,False,0.5,Scratch Cat ,Field,,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
52,Galarian Meowth,Steel,,Quadruped,0.4,7.5,46.9,50,65,55,40,40,40,290,48.33,9.43,255,8,70,58,Medium Fast,1000000,True,,False,False,False,False,False,True,False,False,False,False,0.5,Scratch Cat ,Field,,20,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
52,Meowth,Normal,,Quadruped,0.4,4.2,26.3,40,45,35,40,40,90,290,48.33,18.86,255,1,70,58,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Scratch Cat ,Field,,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
52,Meowth Gmax,Normal,,Quadruped,33.0,10000.0,9.2,40,45,35,40,40,90,290,48.33,18.86,255,8,70,58,Medium Fast,1000000,True,,False,False,False,False,False,False,False,False,False,False,0.5,Scratch Cat ,Field,,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
53,Alolan Persian,Dark,,Quadruped,1.1,33.0,27.3,65,60,60,75,65,115,440,73.33,19.29,90,7,70,154,Medium Fast,1000000,False,Meowth,True,False,False,False,True,False,False,False,False,False,0.5,Classy Cat ,Field,,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
53,Persian,Normal,,Quadruped,1.0,32.0,32.0,65,70,60,65,65,115,440,73.33,18.86,90,1,70,154,Medium Fast,1000000,False,Meowth,True,False,True,False,False,False,False,False,False,False,0.5,Classy Cat ,Field,,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
54,Psyduck,Water,,Upright,0.8,19.6,30.6,50,52,48,65,50,55,320,53.33,5.65,190,1,70,64,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Duck ,Water 1,Field,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
55,Golduck,Water,,Upright,1.7,76.6,26.5,80,82,78,95,80,85,500,83.33,5.65,75,1,70,175,Medium Fast,1000000,False,Psyduck,True,False,True,False,False,False,False,False,False,False,0.5,Duck ,Water 1,Field,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
56,Mankey,Fighting,,Upright,0.5,28.0,112.0,40,80,35,35,45,70,305,50.83,17.66,190,1,70,61,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Pig Monkey ,Field,,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
57,Primeape,Fighting,,Upright,1.0,32.0,32.0,65,105,60,60,70,95,455,75.83,17.66,75,1,70,159,Medium Fast,1000000,False,Mankey,True,False,True,False,False,False,False,False,False,False,0.5,Pig Monkey ,Field,,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
58,Growlithe,Fire,,Quadruped,0.7,19.0,38.8,55,70,45,70,50,60,350,58.33,9.43,190,1,70,70,Slow,1250000,True,,False,False,True,False,False,False,False,False,False,False,0.25,Puppy ,Field,,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
59,Arcanine,Fire,,Quadruped,1.9,155.0,42.9,90,110,80,100,80,95,555,92.5,10.7,75,1,70,194,Slow,1250000,False,Growlithe,True,False,True,False,False,False,False,False,False,False,0.25,Legendary ,Field,,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
60,Poliwag,Water,,Legs,0.6,12.4,34.4,40,50,40,40,40,90,300,50.0,18.26,255,1,70,60,Medium Slow,1059860,True,,False,False,True,False,False,False,False,False,False,False,0.5,Tadpole ,Water 1,,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
61,Poliwhirl,Water,,Humanoid,1.0,20.0,20.0,65,65,65,50,50,90,385,64.17,13.36,120,1,70,135,Medium Slow,1059860,True,Poliwag,False,False,True,False,False,False,False,False,False,False,0.5,Tadpole ,Water 1,,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
62,Poliwrath,Water,Fighting,Humanoid,1.3,54.0,32.0,90,95,95,70,90,70,510,85.0,10.8,45,1,70,230,Medium Slow,1059860,False,Poliwhirl,True,False,True,False,False,False,False,False,False,False,0.5,Tadpole ,Water 1,,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0
63,Abra,Psychic,,Upright,0.9,19.5,24.1,25,20,15,105,55,90,310,51.67,35.08,200,1,70,62,Medium Slow,1059860,True,,False,False,True,False,False,False,False,False,False,False,0.25,Psi ,Human-Like,,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
64,Kadabra,Psychic,,Upright,1.3,56.5,33.4,40,35,30,120,70,105,400,66.67,35.08,100,1,70,140,Medium Slow,1059860,True,Abra,False,False,True,False,False,False,False,False,False,False,0.25,Psi ,Human-Like,,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
65,Alakazam,Psychic,,Humanoid,1.5,48.0,21.3,55,50,45,135,95,120,500,83.33,35.43,50,1,70,225,Medium Slow,1059860,False,Kadabra,True,False,True,False,False,False,True,False,False,False,0.25,Psi ,Human-Like,,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
65,Mega Alakazam,Psychic,,Humanoid,1.2,48.0,33.3,55,50,65,175,95,150,590,98.33,48.1,50,6,70,270,Medium Slow,1059860,False,Kadabra,True,True,False,False,False,False,True,False,False,False,0.25,Psi ,Human-Like,,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
66,Machop,Fighting,,Upright,0.8,19.5,30.5,70,80,50,35,35,35,305,50.83,18.12,180,1,70,61,Medium Slow,1059860,True,,False,False,True,False,False,False,False,False,False,False,0.25,Superpower ,Human-Like,,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
67,Machoke,Fighting,,Humanoid,1.5,70.5,31.3,80,100,70,50,60,45,405,67.5,18.65,90,1,70,142,Medium Slow,1059860,True,Machop,False,False,True,False,False,False,False,False,False,False,0.25,Superpower ,Human-Like,,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
68,Machamp,Fighting,,Humanoid,1.6,130.0,50.8,90,130,80,65,85,55,505,84.17,23.7,45,1,70,227,Medium Slow,1059860,False,Machoke,True,False,True,False,False,False,False,False,False,False,0.25,Superpower ,Human-Like,,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
68,Machamp Gmax,Fighting,,Humanoid,25.0,10000.0,16.0,90,130,80,65,85,55,505,84.17,23.7,45,8,70,227,Medium Slow,1059860,False,Machoke,False,False,False,False,False,False,False,False,False,False,0.25,Superpower ,Human-Like,,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
69,Bellsprout,Grass,Poison,Humanoid,0.7,4.0,8.2,50,75,35,70,30,40,300,50.0,17.08,255,1,70,60,Medium Slow,1059860,True,,False,False,True,False,False,False,False,False,False,False,0.5,Flower ,Grass,,20,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
70,Weepinbell,Grass,Poison,Blob,1.0,6.4,6.4,65,90,50,85,45,55,390,65.0,17.08,120,1,70,137,Medium Slow,1059860,True,Bellsprout,False,False,True,False,False,False,False,False,False,False,0.5,Flycatcher ,Grass,,20,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
71,Victreebel,Grass,Poison,Blob,1.7,15.5,5.4,80,105,65,100,70,70,490,81.67,15.46,45,1,70,221,Medium Slow,1059860,False,Weepinbell,True,False,True,False,False,False,False,False,False,False,0.5,Flycatcher ,Grass,,20,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
72,Tentacool,Water,Poison,Tentacles,0.9,45.5,56.2,40,40,35,50,100,70,335,55.83,22.81,190,1,70,67,Slow,1250000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Jellyfish ,Water 3,,20,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
73,Tentacruel,Water,Poison,Tentacles,1.6,55.0,21.5,80,70,65,80,120,100,515,85.83,18.8,60,1,70,180,Slow,1250000,False,Tentacool,True,False,True,False,False,False,False,False,False,False,0.5,Jellyfish ,Water 3,,20,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
74,Alolan Geodude,Rock,Electric,Arms,0.4,20.3,126.9,40,80,100,30,30,20,300,50.0,29.44,255,7,70,60,Medium Slow,1059860,True,,False,False,False,False,True,False,False,False,False,False,0.5,Rock ,Mineral,,15,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
74,Geodude,Rock,Ground,Arms,0.4,20.0,125.0,40,80,100,30,30,20,300,50.0,29.44,255,1,70,60,Medium Slow,1059860,True,,False,False,True,False,False,False,False,False,False,False,0.5,Rock ,Mineral,,15,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
75,Alolan Graveler,Rock,Electric,Humanoid,1.0,110.0,110.0,55,95,115,45,45,35,390,65.0,29.44,120,7,70,137,Medium Slow,1059860,True,Geodude,False,False,False,False,True,False,False,False,False,False,0.5,Rock ,Mineral,,15,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
75,Graveler,Rock,Ground,Humanoid,1.0,105.0,105.0,55,95,115,45,45,35,390,65.0,29.44,120,1,70,137,Medium Slow,1059860,True,Geodude,False,False,True,False,False,False,False,False,False,False,0.5,Rock ,Mineral,,15,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
76,Alolan Golem,Rock,Electric,Humanoid,1.7,316.0,109.3,80,120,130,55,65,45,495,82.5,31.98,45,7,70,223,Medium Slow,1059860,False,Graveler,True,False,False,False,True,False,False,False,False,False,0.5,Megaton ,Mineral,,15,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
76,Golem,Rock,Ground,Humanoid,1.4,300.0,153.1,80,120,130,55,65,45,495,82.5,31.98,45,1,70,223,Medium Slow,1059860,False,Graveler,True,False,True,False,False,False,False,False,False,False,0.5,Megaton ,Mineral,,15,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
77,Galarian Ponyta,Psychic,,Quadruped,0.8,24.0,37.5,50,85,55,65,65,90,410,68.33,14.62,190,8,70,82,Medium Fast,1000000,True,,False,False,False,False,False,True,False,False,False,False,0.5,Fire Horse ,Field,,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
77,Ponyta,Fire,,Quadruped,1.0,30.0,30.0,50,85,55,65,65,90,410,68.33,14.62,190,1,70,82,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Fire Horse ,Field,,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
78,Galarian Rapidash,Psychic,Fairy,Quadruped,1.7,80.0,27.7,65,100,70,80,80,105,500,83.33,14.62,60,8,70,175,Medium Fast,1000000,False,Ponyta,True,False,False,False,False,True,False,False,False,False,0.5,Fire Horse ,Field,,20,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
78,Rapidash,Fire,,Quadruped,1.7,95.0,32.9,65,100,70,80,80,105,500,83.33,14.62,60,1,70,175,Medium Fast,1000000,False,Ponyta,True,False,True,False,False,False,False,False,False,False,0.5,Fire Horse ,Field,,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
79,Galarian Slowpoke,Psychic,,Quadruped,1.2,36.0,25.0,90,65,65,40,40,15,315,52.5,23.94,190,8,70,63,Medium Fast,1000000,True,,False,False,False,False,False,True,False,False,False,False,0.5,Dopey ,Monster,Water 1,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
79,Slowpoke,Water,Psychic,Quadruped,1.2,36.0,25.0,90,65,65,40,40,15,315,52.5,23.94,190,1,70,63,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Dopey ,Monster,Water 1,20,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
80,Galarian Slowbro,Poison,Psychic,Upright,1.6,70.5,27.5,95,100,95,100,70,30,490,81.67,25.28,75,8,70,172,Medium Fast,1000000,False,Slowpoke,True,False,False,False,False,True,True,False,False,False,0.5,Hermit Crab ,Monster,Water 1,20,1.0,1.0,1.0,1.0,0.5,1.0,0.25,0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5
80,Mega Slowbro,Water,Psychic,Upright,2.0,120.0,30.0,95,75,180,130,80,30,590,98.33,46.96,75,6,70,207,Medium Fast,1000000,False,Slowpoke,True,True,False,False,False,False,True,False,False,False,0.5,Hermit Crab ,Monster,Water 1,20,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
80,Slowbro,Water,Psychic,Upright,1.6,78.5,30.7,95,75,110,100,80,30,490,81.67,25.93,75,1,70,172,Medium Fast,1000000,False,Slowpoke,True,False,True,False,False,False,True,False,False,False,0.5,Hermit Crab ,Monster,Water 1,20,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
81,Magnemite,Electric,Steel,Arms,0.3,6.0,66.7,25,35,70,95,55,45,325,54.17,23.17,190,1,70,65,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,True,0.0,Magnet ,Mineral,,20,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
82,Magneton,Electric,Steel,Heads,1.0,60.0,60.0,50,60,95,120,70,70,465,77.5,23.41,60,1,70,163,Medium Fast,1000000,True,Magnemite,False,False,True,False,False,False,False,False,False,True,0.0,Magnet ,Mineral,,20,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
83,Farfetch'd,Normal,Flying,Wings,0.8,15.0,23.4,52,90,55,58,62,60,377,62.83,12.58,45,1,70,132,Medium Fast,1000000,False,,True,False,True,False,False,False,False,False,False,False,0.5,Wild Duck ,Flying,Field,20,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
83,Galarian Farfetch'd,Fighting,,Wings,0.8,42.0,65.6,52,95,55,58,62,55,377,62.83,14.71,45,8,70,132,Medium Fast,1000000,False,,False,False,False,False,False,True,False,False,False,False,0.5,Wild Duck ,Flying,Field,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
84,Doduo,Normal,Flying,Legs,1.4,39.2,20.0,35,85,45,35,35,75,310,51.67,20.55,190,1,70,62,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Twin Bird ,Flying,,20,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
85,Dodrio,Normal,Flying,Legs,1.8,85.2,26.3,60,110,70,60,60,110,470,78.33,22.67,45,1,70,165,Medium Fast,1000000,False,Doduo,True,False,True,False,False,False,False,False,False,False,0.5,Triple Bird ,Flying,,20,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
86,Seel,Water,,Fish,1.1,90.0,74.4,65,45,55,45,70,45,325,54.17,10.17,190,1,70,65,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Sea Lion ,Water 1,Field,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
87,Dewgong,Water,Ice,Fish,1.7,120.0,41.5,90,70,80,70,95,70,475,79.17,10.17,75,1,70,166,Medium Fast,1000000,False,Seel,True,False,True,False,False,False,False,False,False,False,0.5,Sea Lion ,Water 1,Field,20,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
88,Alolan Grimer,Poison,Dark,Arms,0.7,42.0,85.7,80,80,50,40,50,25,325,54.17,20.09,190,7,70,65,Medium Fast,1000000,True,,False,False,False,False,True,False,False,False,False,False,0.5,Sludge ,Amorphous,,20,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
88,Grimer,Poison,,Arms,0.9,30.0,37.0,80,80,50,40,50,25,325,54.17,20.09,190,1,70,65,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Sludge ,Amorphous,,20,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
89,Alolan Muk,Poison,Dark,Arms,1.0,52.0,52.0,105,105,75,65,100,50,500,83.33,21.34,75,7,70,175,Medium Fast,1000000,False,Grimer,True,False,False,False,True,False,False,False,False,False,0.5,Sludge ,Amorphous,,20,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
89,Muk,Poison,,Arms,1.2,30.0,20.8,105,105,75,65,100,50,500,83.33,21.34,75,1,70,175,Medium Fast,1000000,False,Grimer,True,False,True,False,False,False,False,False,False,False,0.5,Sludge ,Amorphous,,20,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
90,Shellder,Water,,Ball,0.3,4.0,44.4,30,65,100,45,25,40,305,50.83,25.4,190,1,70,61,Slow,1250000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Bivalve ,Water 3,,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
