SRK_pok,pokemon_name,type_1,type_2,height,weight,hit_points,attack,defense,total_stats,capture_rate,generation,base_happiness,base_experience,exp_type,evolves_from,mega_evolution,alolan_form,galarian_form,forms_switchable,legendary,mythical,genderless,female_rate,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
387,Turtwig,Grass, ,0.4,10.2,55,68,64,318,45,4,70,64,Medium Slow, ,False,False,False,False,False,False,False,0.125,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
388,Grotle,Grass, ,1.1,97.0,75,89,85,405,45,4,70,142,Medium Slow,Turtwig,False,False,False,False,False,False,False,0.125,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
389,Torterra,Grass,Ground,2.2,310.0,95,109,105,525,45,4,70,236,Medium Slow,Grotle,False,False,False,False,False,False,False,0.125,20,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
390,Chimchar,Fire, ,0.5,6.2,44,58,44,309,45,4,70,62,Medium Slow, ,False,False,False,False,False,False,False,0.125,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
391,Monferno,Fire,Fighting,0.9,22.0,64,78,52,405,45,4,70,142,Medium Slow,Chimchar,False,False,False,False,False,False,False,0.125,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
392,Infernape,Fire,Fighting,1.2,55.0,76,104,71,534,45,4,70,240,Medium Slow,Monferno,False,False,False,False,False,False,False,0.125,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
393,Piplup,Water, ,0.4,5.2,53,51,53,314,45,4,70,63,Medium Slow, ,False,False,False,False,False,False,False,0.125,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
394,Prinplup,Water, ,0.8,23.0,64,66,68,405,45,4,70,142,Medium Slow,Piplup,False,False,False,False,False,False,False,0.125,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
395,Empoleon,Water,Steel,1.7,84.5,84,86,88,530,45,4,70,239,Medium Slow,Prinplup,False,False,False,False,False,False,False,0.125,20,0.5,1.0,0.5,2.0,1.0,0.25,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
396,Starly,Normal,Flying,0.3,2.0,40,55,30,245,255,4,70,49,Medium Slow, ,False,False,False,False,False,False,False,0.5,15,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
397,Staravia,Normal,Flying,0.6,15.5,55,75,50,340,120,4,70,119,Medium Slow,Starly,False,False,False,False,False,False,False,0.5,15,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
398,Staraptor,Normal,Flying,1.2,24.9,85,120,70,485,45,4,70,218,Medium Slow,Staravia,False,False,False,False,False,False,False,0.5,15,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
399,Bidoof,Normal, ,0.5,20.0,59,45,40,250,255,4,70,50,Medium Fast, ,False,False,False,False,False,False,False,0.5,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
400,Bibarel,Normal,Water,1.0,31.5,79,85,60,410,127,4,70,144,Medium Fast,Bidoof,False,False,False,False,False,False,False,0.5,15,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
401,Kricketot,Bug, ,0.3,2.2,37,25,41,194,255,4,70,39,Medium Slow, ,False,False,False,False,False,False,False,0.5,15,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
402,Kricketune,Bug, ,1.0,25.5,77,85,51,384,45,4,70,134,Medium Slow,Kricketot,False,False,False,False,False,False,False,0.5,15,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
403,Shinx,Electric, ,0.5,9.5,45,65,34,263,235,4,70,53,Medium Slow, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
404,Luxio,Electric, ,0.9,30.5,60,85,49,363,120,4,100,127,Medium Slow,Shinx,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
405,Luxray,Electric, ,1.4,42.0,80,120,79,523,45,4,70,235,Medium Slow,Luxio,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
406,Budew,Grass,Poison,0.2,1.2,40,30,35,280,255,4,70,56,Medium Slow, ,False,False,False,False,False,False,False,0.5,20,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
407,Roserade,Grass,Poison,0.9,14.5,60,70,65,515,75,4,70,232,Medium Slow,Roselia,False,False,False,False,False,False,False,0.5,20,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
408,Cranidos,Rock, ,0.9,31.5,67,125,40,350,45,4,70,70,Erratic, ,False,False,False,False,False,False,False,0.125,30,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
409,Rampardos,Rock, ,1.6,102.5,97,165,60,495,45,4,70,173,Erratic,Cranidos,False,False,False,False,False,False,False,0.125,30,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
410,Shieldon,Rock,Steel,0.5,57.0,30,42,118,350,45,4,70,70,Erratic, ,False,False,False,False,False,False,False,0.125,30,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
411,Bastiodon,Rock,Steel,1.3,149.5,60,52,168,495,45,4,70,173,Erratic,Shieldon,False,False,False,False,False,False,False,0.125,30,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
412,Burmy,Bug, ,0.2,3.4,40,29,45,224,120,4,70,45,Medium Fast, ,False,False,False,True,False,False,False,0.5,15,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
413,Wormadam Plant Cloak,Bug,Grass,0.5,6.5,60,59,85,424,45,4,70,148,Medium Fast,Burmy,False,False,False,False,False,False,False,1.0,15,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
414,Mothim,Bug,Flying,0.9,23.3,70,94,50,424,45,4,70,148,Medium Fast,Burmy,False,False,False,False,False,False,False,0.0,15,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
415,Combee,Bug,Flying,0.3,5.5,30,30,42,244,120,4,70,49,Medium Slow, ,False,False,False,False,False,False,False,0.125,15,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
416,Vespiquen,Bug,Flying,1.2,38.5,70,80,102,474,45,4,70,166,Medium Slow,Combee,False,False,False,False,False,False,False,1.0,15,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
417,Pachirisu,Electric, ,0.4,3.9,60,45,70,405,200,4,100,142,Medium Fast, ,False,False,False,False,False,False,False,0.5,10,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
418,Buizel,Water, ,0.7,29.5,55,65,35,330,190,4,70,66,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
419,Floatzel,Water, ,1.1,33.5,85,105,55,495,75,4,70,173,Medium Fast,Buizel,False,False,False,False,False,False,False,0.5,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
420,Cherubi,Grass, ,0.4,3.3,45,35,45,275,190,4,70,55,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
421,Cherrim,Grass, ,0.5,9.3,70,60,70,450,75,4,70,158,Medium Fast,Cherubi,False,False,False,True,False,False,False,0.5,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
422,Shellos,Water, ,0.3,6.3,76,48,48,325,190,4,70,65,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
423,Gastrodon,Water,Ground,0.9,29.9,111,83,68,475,75,4,70,166,Medium Fast,Shellos,False,False,False,False,False,False,False,0.5,20,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
424,Ambipom,Normal, ,1.2,20.3,75,100,66,482,45,4,100,169,Fast,Aipom,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
425,Drifloon,Ghost,Flying,0.4,1.2,90,50,34,348,125,4,70,70,Fluctuating, ,False,False,False,False,False,False,False,0.5,30,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
426,Drifblim,Ghost,Flying,1.2,15.0,150,80,44,498,60,4,70,174,Fluctuating,Drifloon,False,False,False,False,False,False,False,0.5,30,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
427,Buneary,Normal, ,0.4,5.5,55,66,44,350,190,4,0,70,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
428,Lopunny,Normal, ,1.2,33.3,65,76,84,480,60,4,140,168,Medium Fast,Buneary,False,False,False,True,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
429,Mismagius,Ghost, ,0.9,4.4,60,60,60,495,45,4,35,173,Fast,Misdreavus,False,False,False,False,False,False,False,0.5,25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
430,Honchkrow,Dark,Flying,0.9,27.3,100,125,52,505,30,4,35,177,Medium Slow,Murkrow,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
431,Glameow,Normal, ,0.5,3.9,49,55,42,310,190,4,70,62,Fast, ,False,False,False,False,False,False,False,0.75,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
432,Purugly,Normal, ,1.0,43.8,71,82,64,452,75,4,70,158,Fast,Glameow,False,False,False,False,False,False,False,0.75,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
433,Chingling,Psychic, ,0.2,0.6,45,30,50,285,120,4,70,57,Fast, ,False,False,False,False,False,False,False,0.5,25,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
434,Stunky,Poison,Dark,0.4,19.2,63,63,47,329,225,4,70,66,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
435,Skuntank,Poison,Dark,1.0,38.0,103,93,67,479,60,4,70,168,Medium Fast,Stunky,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
436,Bronzor,Steel,Psychic,0.5,60.5,57,24,86,300,255,4,70,60,Medium Fast, ,False,False,False,False,False,False,True,0.0,20,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
437,Bronzong,Steel,Psychic,1.3,187.0,67,89,116,500,90,4,70,175,Medium Fast,Bronzor,False,False,False,False,False,False,True,0.0,20,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
438,Bonsly,Rock, ,0.5,15.0,50,80,95,290,255,4,70,58,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
439,Mime Jr.,Psychic,Fairy,0.6,13.0,20,25,45,310,145,4,70,62,Medium Fast, ,False,False,False,False,False,False,False,0.5,25,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
440,Happiny,Normal, ,0.6,24.4,100,5,5,220,130,4,140,110,Fast, ,False,False,False,False,False,False,False,1.0,40,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
441,Chatot,Normal,Flying,0.5,1.9,76,65,45,411,30,4,35,144,Medium Slow, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
442,Spiritomb,Ghost,Dark,1.0,108.0,50,92,108,485,100,4,70,170,Medium Fast, ,False,False,False,False,False,False,False,0.5,30,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
443,Gible,Dragon,Ground,0.7,20.5,58,70,45,300,45,4,70,60,Slow, ,False,False,False,False,False,False,False,0.5,40,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
444,Gabite,Dragon,Ground,1.4,56.0,68,90,65,410,45,4,70,144,Slow,Gible,False,False,False,False,False,False,False,0.5,40,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
445,Garchomp,Dragon,Ground,1.9,95.0,108,130,95,600,45,4,70,270,Slow,Gabite,False,False,False,True,False,False,False,0.5,40,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
446,Munchlax,Normal, ,0.6,105.0,135,85,40,390,50,4,70,78,Slow, ,False,False,False,False,False,False,False,0.125,40,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
447,Riolu,Fighting, ,0.7,20.2,40,70,40,285,75,4,70,57,Medium Slow, ,False,False,False,False,False,False,False,0.125,25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
448,Lucario,Fighting,Steel,1.2,54.0,70,110,70,525,45,4,70,184,Medium Slow,Riolu,False,False,False,True,False,False,False,0.125,25,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0
449,Hippopotas,Ground, ,0.8,49.5,68,72,78,330,140,4,70,66,Slow, ,False,False,False,False,False,False,False,0.5,30,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
450,Hippowdon,Ground, ,2.0,300.0,108,112,118,525,60,4,70,184,Slow,Hippopotas,False,False,False,False,False,False,False,0.5,30,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
451,Skorupi,Poison,Bug,0.8,12.0,40,50,90,330,120,4,70,66,Slow, ,False,False,False,False,False,False,False,0.5,20,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
452,Drapion,Poison,Dark,1.3,61.5,70,90,110,500,45,4,70,175,Slow,Skorupi,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
453,Croagunk,Poison,Fighting,0.7,23.0,48,61,40,300,140,4,100,60,Medium Fast, ,False,False,False,False,False,False,False,0.5,10,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
454,Toxicroak,Poison,Fighting,1.3,44.4,83,106,65,490,75,4,70,172,Medium Fast,Croagunk,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
455,Carnivine,Grass, ,1.4,27.0,74,100,72,454,200,4,70,159,Slow, ,False,False,False,False,False,False,False,0.5,25,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
456,Finneon,Water, ,0.4,7.0,49,49,56,330,190,4,70,66,Erratic, ,False,False,False,False,False,False,False,0.5,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
457,Lumineon,Water, ,1.2,24.0,69,69,76,460,75,4,70,161,Erratic,Finneon,False,False,False,False,False,False,False,0.5,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
458,Mantyke,Water,Flying,1.0,65.0,45,20,50,345,25,4,70,69,Slow, ,False,False,False,False,False,False,False,0.5,25,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
459,Snover,Grass,Ice,1.0,50.5,60,62,50,334,120,4,70,67,Slow, ,False,False,False,False,False,False,False,0.5,20,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
460,Abomasnow,Grass,Ice,2.2,135.5,90,92,75,494,60,4,70,173,Slow,Snover,False,False,False,True,False,False,False,0.5,20,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
461,Weavile,Dark,Ice,1.1,34.0,70,120,65,510,45,4,35,179,Medium Slow,Sneasel,False,False,False,False,False,False,False,0.5,20,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0
462,Magnezone,Electric,Steel,1.2,180.0,70,70,115,535,30,4,70,241,Medium Fast,Magneton,False,False,False,False,False,False,True,0.0,20,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
463,Lickilicky,Normal, ,1.7,140.0,110,85,95,515,30,4,70,180,Medium Fast,Lickitung,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
464,Rhyperior,Ground,Rock,2.4,282.8,115,140,130,535,30,4,70,241,Slow,Rhydon,False,False,False,False,False,False,False,0.5,20,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
465,Tangrowth,Grass, ,2.0,128.6,100,100,125,535,30,4,70,187,Medium Fast,Tangela,False,False,False,False,False,False,False,0.5,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
466,Electivire,Electric, ,1.8,138.6,75,123,67,540,30,4,70,243,Medium Fast,Electabuzz,False,False,False,False,False,False,False,0.25,25,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
467,Magmortar,Fire, ,1.6,68.0,75,95,67,540,30,4,70,243,Medium Fast,Magmar,False,False,False,False,False,False,False,0.25,25,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
468,Togekiss,Fairy,Flying,1.5,38.0,85,50,95,545,30,4,70,245,Fast,Togetic,False,False,False,False,False,False,False,0.125,10,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0
469,Yanmega,Bug,Flying,1.9,51.5,86,76,86,515,30,4,70,180,Medium Fast,Yanma,False,False,False,False,False,False,False,0.5,20,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
470,Leafeon,Grass, ,1.0,25.5,65,110,130,525,45,4,35,184,Medium Fast,Eevee,False,False,False,False,False,False,False,0.125,35,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
471,Glaceon,Ice, ,0.8,25.9,65,60,110,525,45,4,35,184,Medium Fast,Eevee,False,False,False,False,False,False,False,0.125,35,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
472,Gliscor,Ground,Flying,2.0,42.5,75,95,125,510,30,4,70,179,Medium Slow,Gligar,False,False,False,False,False,False,False,0.5,20,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
473,Mamoswine,Ice,Ground,2.5,291.0,110,130,80,530,50,4,70,239,Slow,Piloswine,False,False,False,False,False,False,False,0.5,20,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
474,Porygon Z,Normal, ,0.9,34.0,85,80,70,535,30,4,70,241,Medium Fast,Porygon2,False,False,False,False,False,False,True,0.0,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
475,Gallade,Psychic,Fighting,1.6,52.0,68,125,65,518,45,4,35,233,Slow,Kirlia,False,False,False,True,False,False,False,0.0,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
476,Probopass,Rock,Steel,1.4,340.0,60,55,145,525,60,4,70,184,Medium Fast,Nosepass,False,False,False,False,False,False,False,0.5,20,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
477,Dusknoir,Ghost, ,2.2,106.6,45,100,135,525,45,4,35,236,Fast,Dusclops,False,False,False,False,False,False,False,0.5,25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
478,Froslass,Ice,Ghost,1.3,26.6,70,80,70,480,75,4,70,168,Medium Fast,Snorunt,False,False,False,False,False,False,False,1.0,20,0.0,2.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,1.0,2.0,2.0,1.0
479,Rotom,Electric,Ghost,0.3,0.3,50,50,77,440,45,4,70,154,Medium Fast, ,False,False,False,True,False,False,True,0.0,20,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,0.5,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0
480,Uxie,Psychic, ,0.3,0.3,75,75,130,580,3,4,140,261,Slow, ,False,False,False,False,True,False,True,0.0,80,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
481,Mesprit,Psychic, ,0.3,0.3,80,105,105,580,3,4,140,261,Slow, ,False,False,False,False,True,False,True,0.0,80,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
482,Azelf,Psychic, ,0.3,0.3,75,125,70,580,3,4,140,261,Slow, ,False,False,False,False,True,False,True,0.0,80,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
483,Dialga,Steel,Dragon,5.4,683.0,100,120,120,680,3,4,0,306,Slow, ,False,False,False,False,True,False,True,0.0,120,0.5,1.0,0.5,0.5,0.25,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0
